user_id,nr_sessions,page_clicks_total,page_clicks_avg,flights_taken,hotels_stayed,nr_cancellations,nr_trips,flight_taken_discount_avg,hotel_stayed_discount_avg,flight_taken_price_avg,hotel_stayed_room_price_per_night_price_avg,hotel_stayed_nights_avg,hotel_stayed_nights_avg,nr_airlines_taken,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date
512786,8,150,18.75,4,4,0,4,null,null,362.925,131.75,6,7,3,1984-02-27,M,false,false,usa,new york,LGA,40.777,-73.872,2023-01-06
512787,8,170,21.25,4,4,0,4,0.05,0.15,443.93,108.75,2.25,3.25,4,1972-04-19,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-06
512791,8,102,12.75,3,3,0,3,0.2,null,413.65,124,3.5,3,2,1990-02-13,F,false,true,usa,atlanta,ATL,33.64,-84.427,2023-01-06
512801,8,166,20.75,7,6,0,7,null,null,536.6357142857142,129.16666666666666,3.5,3.3333333333333335,7,1970-10-05,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
512826,8,140,17.5,4,2,0,4,0.1,null,479.2775,84.5,2,2.5,4,1983-07-03,F,true,false,usa,richmond,RIC,37.505,-77.319,2023-01-06
512831,8,114,14.25,3,2,0,4,0.13333333333333333,0.175,760.1066666666667,289.5,2,2.5,2,1980-02-22,F,false,false,usa,san antonio,SKF,29.384,-98.581,2023-01-06
512835,8,127,15.875,5,5,0,5,0.2,0.15,695.806,204,3.2,4,4,1983-07-06,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
512846,8,196,24.5,4,3,0,4,0.2,0.075,360.07,144.66666666666666,2,2.6666666666666665,4,1986-06-02,F,true,true,canada,montreal,YUL,45.468,-73.741,2023-01-06
512848,8,128,16,2,3,0,3,0.05,0.1,261.09,107,2,2.3333333333333335,2,1988-06-04,F,false,false,usa,houston,EFD,29.607,-95.159,2023-01-06
512880,8,54,6.75,2,1,0,2,null,0.125,189.205,135,3,4,2,1977-01-04,F,false,false,usa,minneapolis,MSP,44.88,-93.217,2023-01-06
512887,8,172,21.5,3,3,0,3,0.1,null,474.51,249.33333333333334,2.6666666666666665,3.3333333333333335,2,1984-11-07,M,false,false,usa,san diego,SAN,32.733,-117.189,2023-01-06
512888,8,85,10.625,2,3,0,3,0.125,null,341.025,188,8.333333333333334,8.666666666666666,2,1986-09-13,F,true,false,usa,chicago,MDW,41.786,-87.752,2023-01-06
512900,9,92,10.222222222222221,1,4,0,4,0.15,0.1,418.13,144.5,6.75,6.75,1,1992-03-27,F,false,false,usa,miami,OPF,25.907,-80.278,2023-01-06
512904,8,121,15.125,4,5,0,5,0.1,0.1,407.7,209.8,8,8.8,3,1960-05-08,F,true,false,usa,phoenix,PHX,33.434,-112.008,2023-01-06
512922,8,145,18.125,2,1,0,2,0.1375,0.3,339.64,195,null,1,2,1990-01-14,F,false,true,usa,tucson,TUS,32.116,-110.941,2023-01-06
512928,8,374,46.75,1,1,1,2,0.1,0.15,3277.6,169,15,15,1,2006-01-22,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
512943,8,107,13.375,4,2,0,4,0.15,null,410.4375,303.5,2,3,3,1977-07-26,F,true,true,canada,toronto,YKZ,43.862,-79.37,2023-01-06
512945,8,119,14.875,2,2,0,3,0.19999999999999996,0.25,482.375,143,8.5,9,2,1999-03-08,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
512974,9,159,17.666666666666668,1,2,0,3,0.24999999999999994,0.125,881.34,142.5,6,6,1,2006-12-11,F,false,false,canada,toronto,YKZ,43.862,-79.37,2023-01-06
512976,8,159,19.875,4,5,0,5,0.15,null,963.1775,177,5.5,5,3,1987-10-10,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
512984,8,148,18.5,2,3,0,3,0.1,null,506.475,214.33333333333334,2,2.6666666666666665,2,1966-06-14,F,false,false,usa,spokane,GEG,47.62,-117.534,2023-01-06
512999,8,112,14,3,2,0,3,0.15,null,514.4166666666666,137.5,1.5,2.5,2,1989-09-23,F,true,false,usa,new york,JFK,40.64,-73.779,2023-01-06
513004,8,161,20.125,4,3,0,4,null,null,393.4625,136.33333333333334,5,6,3,1983-05-25,F,false,false,usa,providence,PVD,41.724,-71.428,2023-01-06
513005,8,95,11.875,1,1,0,1,0.16666666666666666,0.1,22.59,195,1,1,1,1995-10-25,F,false,false,usa,milwaukee,MKE,42.947,-87.896,2023-01-06
513006,10,199,19.9,2,2,0,2,0.1,0.08333333333333333,664.385,113.5,4,5,2,1966-01-27,F,true,false,usa,st. petersburg,SPG,27.765,-82.627,2023-01-06
513026,8,146,18.25,3,3,0,3,0.1,0.05,231.51333333333332,208.66666666666666,5.333333333333333,6,2,1983-03-27,F,true,false,usa,chicago,MDW,41.786,-87.752,2023-01-06
513030,8,98,12.25,3,3,0,3,0.125,0.1,202.27666666666667,162.33333333333334,4,5,3,1985-08-14,F,false,false,usa,san jose,SJC,37.362,-121.929,2023-01-06
513031,9,90,10,2,2,0,3,0.125,0.15,350.4,201.5,4,4.5,2,1977-07-19,F,true,true,usa,detroit,DTW,42.212,-83.353,2023-01-06
513058,8,231,28.875,5,3,0,6,null,0.075,385.262,118,3.6666666666666665,4,4,1972-05-07,F,false,true,usa,new york,JFK,40.64,-73.779,2023-01-06
513089,8,141,17.625,1,3,0,3,0.075,0.15,215.62,104.66666666666667,8.333333333333334,8.666666666666666,1,1985-02-09,F,true,false,usa,sacramento,SMF,38.695,-121.591,2023-01-06
513090,9,123,13.666666666666666,2,1,0,2,0.1125,0.15,664.805,65,1,1,2,2002-04-19,M,false,true,usa,los angeles,LAX,33.942,-118.408,2023-01-06
513091,9,93,10.333333333333334,0,0,0,0,0.075,null,null,null,null,null,0,1952-10-25,F,true,false,usa,san diego,SAN,32.733,-117.189,2023-01-06
513093,8,137,17.125,2,4,0,4,0.2,0.1,347.91,288.75,4.25,4.5,2,1968-07-28,F,false,false,usa,charlotte,CLT,35.214,-80.943,2023-01-06
513096,8,76,9.5,2,1,0,2,0.05,0.15,523.895,184,2,3,2,1994-05-05,F,true,true,usa,dallas,DAL,32.847,-96.852,2023-01-06
513103,8,130,16.25,3,3,0,3,0.1,null,611.3066666666666,130,2.3333333333333335,3.3333333333333335,3,1992-03-13,F,false,true,usa,philadelphia,PHL,39.872,-75.241,2023-01-06
513126,8,133,16.625,5,5,0,5,0.15,null,327.188,228.6,4.75,4.8,3,1987-10-08,F,false,false,usa,san diego,SAN,32.733,-117.189,2023-01-06
513138,8,62,7.75,0,0,0,0,null,0.1,null,null,null,null,0,2006-12-04,F,false,true,usa,seattle,BFI,47.53,-122.302,2023-01-06
513164,8,75,9.375,2,1,0,2,null,0.08333333333333333,154.885,100,4,5,2,1981-07-21,F,false,false,usa,mobile,BFM,30.626,-88.068,2023-01-06
513206,8,54,6.75,0,0,0,0,0.15,null,null,null,null,null,0,1976-06-02,M,false,false,usa,orlando,MCO,28.429,-81.316,2023-01-06
513216,9,218,24.22222222222222,4,3,0,4,0.075,0.05,279.975,114.66666666666667,4.333333333333333,5,3,1986-01-01,F,true,false,usa,new york,JFK,40.64,-73.779,2023-01-06
513220,8,196,24.5,5,5,0,5,0.08333333333333333,0.125,260.17,293.4,3,3.6,4,1978-10-28,F,false,false,usa,indianapolis,IND,39.717,-86.294,2023-01-06
513221,8,109,13.625,1,1,0,1,0.05,0.27499999999999997,747.21,91,6,7,1,1992-11-13,F,false,false,usa,kansas city,MCI,39.297,-94.714,2023-01-06
513227,10,175,17.5,2,2,0,2,0.075,0.075,511.95,201.5,3,4,2,1960-08-28,F,true,false,usa,new york,LGA,40.777,-73.872,2023-01-06
513233,9,113,12.555555555555555,2,3,0,3,0.05,0.05,367.405,123.33333333333333,2.3333333333333335,3,2,1985-03-23,F,true,true,usa,riverside,RIV,33.881,-117.259,2023-01-06
513236,8,168,21,6,8,0,8,null,0.05,551.1316666666667,159.25,4.428571428571429,4.625,5,1980-08-12,F,true,true,usa,philadelphia,PNE,40.082,-75.011,2023-01-06
513237,8,139,17.375,1,2,0,2,0.05,0.15,588.8,179.5,4,4.5,1,1987-10-22,F,true,true,canada,toronto,YZD,43.742,-79.466,2023-01-06
513241,8,50,6.25,0,0,0,0,0.2,0.15,null,null,null,null,0,1987-09-14,F,false,true,usa,las vegas,LAS,36.08,-115.152,2023-01-06
513242,10,122,12.2,2,2,0,2,0.125,null,508.42,202.5,3,4,2,1994-09-16,F,false,false,usa,detroit,DTW,42.212,-83.353,2023-01-06
513259,8,140,17.5,3,2,0,3,0.175,0.1,424.3833333333333,325.5,4.5,5.5,3,1970-01-11,F,true,false,usa,seattle,SEA,47.449,-122.309,2023-01-06
513261,9,114,12.666666666666666,0,0,0,0,null,0.1,null,null,null,null,0,1964-07-05,F,true,true,usa,new york,JFK,40.64,-73.779,2023-01-06
513289,8,124,15.5,1,1,0,1,0.05,0.11666666666666667,189.31,437,2,3,1,1989-03-07,F,false,false,canada,calgary,YYC,51.114,-114.02,2023-01-06
513296,8,200,25,3,3,0,3,0.175,0.05,342.5833333333333,283,2.6666666666666665,3.3333333333333335,3,1986-06-05,F,false,false,usa,columbus,CMH,39.998,-82.892,2023-01-06
513317,8,135,16.875,1,0,0,1,0.11666666666666667,0.1,73.87,null,null,null,1,1969-02-21,F,true,false,usa,dallas,DAL,32.847,-96.852,2023-01-06
513322,9,163,18.11111111111111,3,3,0,3,null,null,567.8866666666667,189,1.5,2,3,1973-01-04,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-06
513338,8,111,13.875,3,3,0,3,0.18333333333333332,0.05,336.9766666666667,110,2.5,3,3,1969-07-21,F,true,false,usa,oklahoma city,OKC,35.393,-97.601,2023-01-06
513339,8,140,17.5,2,2,0,2,0.1,0.1,303.43,131,3,3,2,1995-04-01,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-06
513345,9,131,14.555555555555555,0,2,0,2,0.16666666666666666,0.1,null,90.5,8,8,0,2000-11-02,F,true,true,usa,lubbock,LBB,33.664,-101.823,2023-01-06
513347,10,169,16.9,1,1,0,1,0.1125,0.15,378.92,129,2,2,1,1974-10-08,F,true,true,usa,los angeles,LAX,33.942,-118.408,2023-01-06
513366,8,156,19.5,3,3,0,3,0.1,0.06666666666666667,269.62333333333333,263.3333333333333,3.6666666666666665,4.666666666666667,3,1979-10-26,F,false,false,canada,montreal,YUL,45.468,-73.741,2023-01-06
513381,8,105,13.125,3,3,0,3,0.05,0.05,433.13,114.33333333333333,1.5,1.6666666666666667,2,1973-02-03,F,true,true,usa,akron,AKR,41.038,-81.467,2023-01-06
513387,8,109,13.625,4,5,0,5,0.25,null,185.635,267,3.5,3.75,4,1974-11-28,F,true,true,usa,chicago,ORD,41.979,-87.904,2023-01-06
513397,8,175,21.875,4,4,0,5,null,0.05,362.6825,153.5,2.75,3,4,1970-08-20,F,false,false,usa,new york,JFK,40.64,-73.779,2023-01-06
513402,8,109,13.625,1,1,0,1,0.1,0.25,584.21,520,null,1,1,1978-08-03,F,true,true,usa,tacoma,TCM,47.138,-122.476,2023-01-06
513408,8,221,27.625,2,2,0,2,0.15,0.05,1470.895,270,5.5,6.5,2,1992-05-28,M,false,true,usa,modesto,MOD,37.626,-120.954,2023-01-06
513422,8,100,12.5,2,2,0,2,null,0.1,286.715,204.5,2,3,1,1982-02-05,F,true,false,usa,new orleans,MSY,29.993,-90.258,2023-01-06
513425,9,87,9.666666666666666,0,0,0,0,null,0.05,null,null,null,null,0,1974-06-03,F,true,true,usa,burlington,BTV,44.472,-73.153,2023-01-06
513438,8,122,15.25,1,1,0,1,0.1,null,348.1,618,12,13,1,1972-10-02,F,true,true,usa,san antonio,RND,29.529,-98.279,2023-01-06
513441,8,90,11.25,1,0,1,2,0.05,0.1,982.47,null,null,null,1,1988-09-06,F,false,true,usa,madison,MSN,43.14,-89.337,2023-01-06
513470,8,111,13.875,0,0,0,0,null,null,null,null,null,null,0,1976-06-02,F,true,true,usa,san diego,SAN,32.733,-117.189,2023-01-06
513495,8,111,13.875,1,2,0,2,0.125,0.1,344.89,255.5,8.5,9,1,1993-03-13,F,false,false,usa,san diego,SAN,32.733,-117.189,2023-01-06
513497,8,104,13,1,2,0,2,null,0.11666666666666667,673.96,128.5,4,4.5,1,1979-09-12,F,false,false,usa,las vegas,LSV,36.236,-115.034,2023-01-06
513509,8,125,15.625,2,0,0,2,0.05,0.05,299.385,null,null,null,1,1987-12-28,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-06
513543,8,366,45.75,1,2,1,3,null,0.1,555.29,110.5,3,3.5,1,1991-09-07,F,false,true,usa,new york,LGA,40.777,-73.872,2023-01-06
513546,8,40,5,0,0,0,0,0.1,0.05,null,null,null,null,0,1979-03-04,F,false,false,usa,louisville,LOU,38.228,-85.664,2023-01-06
513555,9,148,16.444444444444443,4,4,0,5,null,null,570.67,144,3.3333333333333335,4,3,1978-08-09,F,false,false,usa,seattle,BFI,47.53,-122.302,2023-01-06
513568,8,82,10.25,1,2,0,2,0.1,0.1,1185.97,130,5,5.5,1,1963-10-04,F,false,false,canada,halifax,YAW,44.64,-63.499,2023-01-06
513569,9,87,9.666666666666666,1,2,0,2,0.15,0.15,628.7,47.5,1.5,2,1,2006-01-09,F,false,false,usa,boston,BOS,42.364,-71.005,2023-01-06
513582,8,134,16.75,3,2,0,3,null,null,680.5133333333333,151.5,4,3,3,1975-02-14,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
513602,8,107,13.375,0,0,0,0,0.175,0.05,null,null,null,null,0,1997-06-21,F,false,false,usa,new york,JFK,40.64,-73.779,2023-01-06
513611,8,130,16.25,2,3,0,3,0.06666666666666667,0.05,409.58,257,5.666666666666667,6,2,1975-06-09,F,false,false,usa,washington,DCA,38.852,-77.037,2023-01-06
513613,8,100,12.5,2,3,0,3,0.15,0.1,334.97,175.66666666666666,4.333333333333333,5,2,1977-02-16,M,false,false,usa,orlando,MCO,28.429,-81.316,2023-01-06
513620,9,167,18.555555555555557,2,3,0,3,0.13333333333333333,0.15,101.71,251.33333333333334,3,3.3333333333333335,2,2006-05-14,F,false,false,canada,toronto,YZD,43.742,-79.466,2023-01-06
513625,8,198,24.75,2,1,1,3,0.125,null,896.52,110,2,2,2,1995-09-25,F,false,true,usa,kansas city,MCI,39.297,-94.714,2023-01-06
513627,8,152,19,3,3,0,3,null,0.1,218.32333333333332,272,1.6666666666666667,1.6666666666666667,3,1965-11-05,F,true,false,usa,atlanta,ATL,33.64,-84.427,2023-01-06
513628,8,142,17.75,3,3,0,3,0.5,0.1,424.99333333333334,194.66666666666666,2,3,3,1983-11-09,F,true,false,usa,fresno,FAT,36.776,-119.718,2023-01-06
513638,8,149,18.625,4,4,0,4,null,null,715.525,120.75,5,6,4,1967-12-01,F,true,true,canada,toronto,YKZ,43.862,-79.37,2023-01-06
513659,8,122,15.25,3,3,0,3,0.05,0.05,717.5833333333334,134.66666666666666,4.666666666666667,5.666666666666667,3,1982-07-13,F,false,false,usa,honolulu,HNL,21.316,-157.927,2023-01-06
513661,8,74,9.25,0,1,0,1,0.35,null,null,236,10,10,0,1998-05-22,F,false,false,canada,winnipeg,YWG,49.91,-97.234,2023-01-06
513683,8,173,21.625,3,4,0,4,0.15,0.2,276.79,134,4.25,4.5,3,1970-10-02,M,true,false,usa,fort worth,FTW,32.82,-97.362,2023-01-06
513714,8,66,8.25,1,0,0,1,0.125,null,248.43,null,null,null,1,2001-02-11,F,false,false,usa,phoenix,LUF,33.535,-112.383,2023-01-06
513721,9,130,14.444444444444445,4,5,0,5,0.05,null,363.645,189.8,3,3.4,4,1983-01-14,F,false,false,usa,nashville,BNA,36.124,-86.678,2023-01-06
513742,8,68,8.5,0,0,0,0,0.15,null,null,null,null,null,0,1992-08-26,F,false,true,usa,louisville,LOU,38.228,-85.664,2023-01-06
513761,8,158,19.75,3,3,0,3,0.1,0.25,525.9033333333333,171.33333333333334,6.5,5.333333333333333,3,1985-02-26,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
513776,9,94,10.444444444444445,1,2,0,2,0.15,0.11666666666666667,235.62,163,3.5,3.5,1,1957-07-19,F,false,false,usa,chicago,UGN,42.422,-87.868,2023-01-06
513787,8,346,43.25,5,4,1,6,0.1,0.1,451.262,138.25,2.75,3.5,5,1981-05-28,M,true,false,usa,memphis,MEM,35.042,-89.977,2023-01-06
513791,8,130,16.25,4,4,0,4,0.24999999999999994,0.1,418.94,120.5,6.5,7,3,1985-08-23,F,false,false,canada,toronto,YTZ,43.627,-79.396,2023-01-06
513796,8,136,17,3,2,0,3,null,null,746.6466666666666,171.5,7.5,8.5,2,1978-12-07,F,true,false,usa,tacoma,TCM,47.138,-122.476,2023-01-06
513800,8,59,7.375,0,0,0,0,0.1,null,null,null,null,null,0,1971-05-09,M,true,true,usa,indianapolis,IND,39.717,-86.294,2023-01-06
513807,8,331,41.375,3,2,1,4,0.05,0.25,642.7,179,1.5,2,3,1979-08-18,F,true,true,usa,chicago,UGN,42.422,-87.868,2023-01-06
513823,8,79,9.875,0,0,0,0,0.05,0.15,null,null,null,null,0,1978-09-23,F,true,false,usa,new york,LGA,40.777,-73.872,2023-01-06
513826,10,160,16,4,2,0,4,0.2,null,447.0525,120,3,3,3,1981-02-10,F,false,false,usa,el paso,BIF,31.849,-106.38,2023-01-06
513844,8,117,14.625,2,2,0,3,0.15,0.15,522.31,381,9,9,2,1987-09-28,M,true,false,usa,oklahoma city,TIK,35.415,-97.386,2023-01-06
513853,9,181,20.11111111111111,3,3,0,3,null,0.125,417.0133333333333,199.66666666666666,2.5,2.6666666666666665,3,1975-04-11,F,false,true,usa,san francisco,SFO,37.619,-122.375,2023-01-06
513856,8,109,13.625,1,1,0,1,0.1125,null,376.91,138,8,9,1,1987-06-06,M,false,false,canada,london,YXU,43.036,-81.154,2023-01-06
513860,8,137,17.125,2,3,0,3,null,null,689.59,184.33333333333334,4,4.666666666666667,2,1959-08-09,F,true,false,canada,montreal,YUL,45.468,-73.741,2023-01-06
513869,8,272,34,1,2,1,3,0.13333333333333333,0.1,4231.56,85,7,7,1,1983-06-07,F,false,true,usa,newark,EWR,40.692,-74.169,2023-01-06
513875,8,314,39.25,3,3,1,5,0.2,null,1070.63,184.33333333333334,3.6666666666666665,4.333333333333333,1,1989-07-20,F,true,true,usa,orlando,MCO,28.429,-81.316,2023-01-06
513917,8,117,14.625,3,3,0,3,0.15,0.05,592.3733333333333,168,4,5,3,1968-04-18,F,true,true,usa,philadelphia,PHL,39.872,-75.241,2023-01-06
513926,8,195,24.375,4,3,0,4,0.15,0.1,428.06,221,1.6666666666666667,2,4,1986-08-14,M,false,false,usa,new york,JFK,40.64,-73.779,2023-01-06
513933,8,190,23.75,3,3,0,3,null,null,289.4533333333333,132,2.3333333333333335,3.3333333333333335,3,1985-09-13,M,false,false,canada,toronto,YKZ,43.862,-79.37,2023-01-06
513953,9,65,7.222222222222222,1,2,0,2,0.2,null,261.42,129,2,2.5,1,1984-08-20,F,true,false,usa,tacoma,TCM,47.138,-122.476,2023-01-06
513956,8,128,16,4,2,0,4,0.18333333333333332,0.05,542.8425,86,1,1.5,4,1996-03-13,F,false,false,canada,vancouver,YVR,49.195,-123.182,2023-01-06
513964,8,110,13.75,5,3,0,5,0.2,0.15,331.352,305.6666666666667,1.3333333333333333,2,4,1974-12-08,F,false,false,usa,colorado springs,COS,38.806,-104.7,2023-01-06
513967,9,146,16.22222222222222,6,6,0,6,0.075,0.1,672.9983333333333,209.33333333333334,4.5,5.333333333333333,5,1986-06-04,F,false,false,usa,phoenix,PHX,33.434,-112.008,2023-01-06
513995,8,109,13.625,2,4,0,4,0.15,0.05,43.79,283.5,4.75,4.75,2,1986-01-22,F,true,true,usa,dallas,DAL,32.847,-96.852,2023-01-06
514002,8,265,33.125,5,5,0,5,null,null,468.16,169,2.6,3.4,4,1985-02-14,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
514003,8,162,20.25,3,3,0,3,0.13333333333333333,null,254.74333333333334,356.6666666666667,2.3333333333333335,3.3333333333333335,3,1986-10-01,F,true,false,usa,chicago,MDW,41.786,-87.752,2023-01-06
514021,8,65,8.125,0,2,0,2,null,0.125,null,229.5,18.5,18.5,0,1947-06-01,F,false,false,usa,nashville,BNA,36.124,-86.678,2023-01-06
514023,8,114,14.25,2,3,0,3,0.1,0.05,398.69,153.33333333333334,3,3.6666666666666665,1,1979-11-19,M,false,true,usa,los angeles,LAX,33.942,-118.408,2023-01-06
514053,8,62,7.75,1,2,0,2,0.125,0.1,339.66,168,8.5,9,1,1981-04-15,F,true,true,canada,victoria,YYJ,48.647,-123.426,2023-01-06
514071,8,128,16,3,3,0,3,0.05,null,407.11,312,1,1.6666666666666667,3,1985-06-18,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-06
514076,9,85,9.444444444444445,1,2,0,2,0.05,0.1,98.83,95,10.5,11,1,1966-09-06,F,true,true,usa,new york,JFK,40.64,-73.779,2023-01-06
514113,8,88,11,1,2,0,2,0.1,null,309.1,106.5,3,3.5,1,2006-06-28,F,false,true,usa,jacksonville,LRF,34.918,-92.146,2023-01-06
514132,8,129,16.125,5,4,0,5,0.1,null,383.216,129.5,3.6666666666666665,3.5,4,1986-07-18,F,false,true,usa,san antonio,RND,29.529,-98.279,2023-01-06
514133,8,115,14.375,2,2,0,3,0.075,null,240.945,160,2,2,2,1981-11-28,F,true,false,usa,portland,PDX,45.589,-122.597,2023-01-06
514164,10,139,13.9,3,4,0,4,null,0.075,618.8866666666667,189.25,3,3.75,3,1977-03-07,F,true,false,usa,bakersfield,BFL,35.433,-119.057,2023-01-06
514167,8,484,60.5,3,3,1,4,null,null,351.37,90.66666666666667,2,1.6666666666666667,2,1972-07-17,F,false,false,usa,phoenix,PHX,33.434,-112.008,2023-01-06
514206,8,116,14.5,3,2,0,3,0.1,0.05,343.24333333333334,350.5,3,4,2,1988-08-20,F,true,false,usa,austin,AUS,30.194,-97.67,2023-01-06
514208,8,79,9.875,1,1,0,1,0.1,0.15,186.61,101,3,4,1,1985-12-28,F,false,true,usa,portland,PWM,43.646,-70.309,2023-01-06
514210,9,164,18.22222222222222,3,3,0,3,0.05,0.15,248.01666666666668,131.33333333333334,3,2.3333333333333335,3,1981-06-08,F,false,false,canada,toronto,YZD,43.742,-79.466,2023-01-06
514215,8,162,20.25,3,3,0,3,0.1,0.11666666666666667,317.1533333333333,198,4.333333333333333,5,3,1970-04-13,F,false,false,usa,minneapolis,MSP,44.88,-93.217,2023-01-06
514235,8,70,8.75,1,1,0,1,0.25,0.05,226.18,119,3,4,1,1994-02-16,F,false,true,usa,oakland,OAK,37.721,-122.221,2023-01-06
514261,8,113,14.125,3,3,0,3,0.1,0.13333333333333333,254.19,141.33333333333334,1,1.6666666666666667,3,1992-01-10,F,false,false,canada,toronto,YTZ,43.627,-79.396,2023-01-06
514275,8,133,16.625,2,3,0,3,0.05,0.1,522.765,183.33333333333334,7,7,2,1993-06-16,F,false,false,canada,montreal,YMX,45.68,-74.039,2023-01-06
514289,9,129,14.333333333333334,0,0,0,0,0.125,0.1,null,null,null,null,0,1972-09-12,F,true,true,canada,montreal,YUL,45.468,-73.741,2023-01-06
514300,8,622,77.75,3,1,1,4,0.15,0.1,313.74,100,1,2,3,1983-11-08,M,false,false,usa,oklahoma city,TIK,35.415,-97.386,2023-01-06
514315,8,204,25.5,1,1,0,1,0.25,0.15,411.04,314,2,3,1,2001-02-17,F,false,false,canada,winnipeg,YAV,50.056,-97.032,2023-01-06
514318,8,139,17.375,2,4,0,4,0.225,0.05,522.375,229,3,3.5,2,1971-07-27,F,true,true,usa,seattle,SEA,47.449,-122.309,2023-01-06
514324,9,137,15.222222222222221,3,3,0,3,0.225,null,207.66,161.66666666666666,2.3333333333333335,3,3,1969-11-21,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
514337,9,125,13.88888888888889,2,4,0,4,0.08333333333333333,0.11666666666666667,355.005,215.75,6.25,6.5,1,1977-06-25,F,false,false,usa,chicago,ORD,41.979,-87.904,2023-01-06
514342,8,121,15.125,4,2,0,4,0.1,0.125,390.3775,351,4,5,3,1981-11-02,F,false,false,usa,baltimore,BWI,39.175,-76.668,2023-01-06
514344,9,178,19.77777777777778,6,5,0,6,0.13333333333333333,0.1,304.83666666666664,230.8,3,3,3,1958-03-21,F,false,false,usa,jacksonville,NZC,30.219,-81.876,2023-01-06
514370,8,124,15.5,3,3,0,3,0.25,null,713.01,611.3333333333334,4,4.666666666666667,2,1980-12-23,F,false,false,usa,new york,JFK,40.64,-73.779,2023-01-06
514384,8,132,16.5,1,1,0,1,0.13333333333333333,0.06666666666666667,1180.5,101,1,2,1,1980-06-12,F,false,false,canada,toronto,YKZ,43.862,-79.37,2023-01-06
514395,8,130,16.25,3,3,0,3,0.2,0.15,315.42333333333335,103.33333333333333,8,9,3,1985-05-02,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
514457,10,151,15.1,4,4,0,4,0.11666666666666667,null,554.87,212.5,4.5,5.25,4,1982-07-06,F,false,false,usa,modesto,MOD,37.626,-120.954,2023-01-06
514460,8,90,11.25,3,3,0,4,0.15,0.075,293.6533333333333,189,6.666666666666667,6.666666666666667,2,1986-06-19,F,true,false,usa,san jose,SJC,37.362,-121.929,2023-01-06
514461,8,77,9.625,1,3,0,3,0.175,0.1,90.64,193.66666666666666,10.666666666666666,10.666666666666666,1,1988-05-12,F,true,true,usa,philadelphia,PHL,39.872,-75.241,2023-01-06
514501,8,85,10.625,0,1,0,1,null,0.05,null,74,10,10,0,1974-02-20,F,true,true,usa,kansas city,MCI,39.297,-94.714,2023-01-06
514503,8,94,11.75,0,2,0,2,0.125,null,null,244.5,11,11,0,2001-10-04,F,false,false,usa,lubbock,LBB,33.664,-101.823,2023-01-06
514515,8,123,15.375,3,2,0,3,0.35,0.1,751.65,311.5,1,1.5,3,1985-05-23,F,false,false,canada,vancouver,YVR,49.195,-123.182,2023-01-06
514526,8,254,31.75,5,5,0,5,0.2,0.1,327.476,259,1.6666666666666667,2,5,1974-06-16,F,true,true,usa,jacksonville,NIP,30.236,-81.681,2023-01-06
514551,10,136,13.6,0,1,0,1,0.1,0.175,null,349,13,13,0,2000-12-14,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-06
514586,9,179,19.88888888888889,3,3,0,3,null,0.125,216.5,116,3.6666666666666665,4,3,1980-06-20,F,false,false,usa,chicago,ORD,41.979,-87.904,2023-01-06
514589,8,113,14.125,1,1,0,1,0.1,0.15,374.73,290,2,3,1,1976-07-05,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
514617,8,151,18.875,3,3,0,4,0.15,0.1,451.6433333333333,264.3333333333333,3,3,3,1984-08-09,F,false,true,usa,san diego,SAN,32.733,-117.189,2023-01-06
514623,8,111,13.875,1,1,0,1,0.1,0.1,321.28,134,4,5,1,1985-11-28,F,true,true,usa,sacramento,SMF,38.695,-121.591,2023-01-06
514627,8,410,51.25,4,3,1,5,0.13333333333333333,0.1,274.35,261.6666666666667,2,2.5,3,1978-08-03,F,false,false,canada,hamilton,YHM,43.173,-79.935,2023-01-06
514638,8,126,15.75,3,4,0,4,0.15,null,910.5566666666666,61.75,6,6.75,3,1984-02-11,F,true,true,usa,montgomery,MXF,32.379,-86.362,2023-01-06
514639,8,66,8.25,0,0,0,0,null,null,null,null,null,null,0,1955-02-09,F,true,false,usa,houston,IAH,29.98,-95.34,2023-01-06
514642,8,99,12.375,0,0,0,0,0.1,null,null,null,null,null,0,1956-04-12,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06
